description,industry,level,size,line_code,value
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Financial & insurance services,1,total,C2101.02,15
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Finance,2,total,C2101.02,0
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Insurance,2,total,C2101.02,0
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Auxiliary,2,total,C2101.02,15
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important","Rental, hiring, & real estate services",1,total,C2101.02,3
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important","Professional, scientific, & technical services",1,total,C2101.02,108
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Computer systems design,2,total,C2101.02,90
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Other professional scientific,2,total,C2101.02,21
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Administrative & support services,1,total,C2101.02,18
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Education & training,1,total,C2101.02,9
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Health care & social assistance,1,total,C2101.02,0
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Arts & recreation services,1,total,C2101.02,0
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",Other services,1,total,C2101.02,33
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: moderately important",total,0,total,C2101.02,891
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",total,0,6�19 employees,C2101.03,1101
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",total,0,20�49 employees,C2101.03,324
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",total,0,50�99 employees,C2101.03,144
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",total,0,100+ employees,C2101.03,120
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important","Agriculture, forestry, & fishing",1,total,C2101.03,345
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",Agriculture,2,total,C2101.03,312
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",Commercial fishing,2,total,C2101.03,3
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important",Forestry & logging,2,total,C2101.03,21
"When determining differences in NZ dollar price across countries, importance of exchange rate movements: very important","Agriculture, forestry, & fishing support services",2,total,C2101.03,9
